spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryo.referenceTracking,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.cores,spark.executor.cores,spark.driver.memory,spark.executor.memory,spark.storage.memoryFraction,spark.storage.unrollFraction,spark.network.timeout,spark.locality.wait,spark.scheduler.revive.interval,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.speculation,spark.broadcast.compress,spark.rdd.compress,spark.serializer,spark.memory.storageFraction,spark.default.parallelism,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.instances,spark.python.worker.memory,spark.python.worker.reuse,spark.rpc.message.maxSize,spark.driver.maxResultSize,spark.driver.memoryOverhead,spark.reducer.maxReqsInFlight,spark.reducer.maxBlocksInFlightPerAddress,spark.maxRemoteBlockSizeFetchToMem,spark.shuffle.io.maxRetries,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.io.preferDirectBufs,spark.shuffle.io.backLog,spark.shuffle.service.index.cache.size,spark.shuffle.maxChunksBeingTransferred,spark.memory.useLegacyMode,spark.storage.replication.proactive,spark.cleaner.periodicGC.interval,spark.cleaner.referenceTracking,spark.cleaner.referenceTracking.blocking,spark.cleaner.referenceTracking.blocking.shuffle,spark.cleaner.referenceTracking.cleanCheckpoints,spark.broadcast.checksum,spark.executor.heartbeatInterval,spark.files.fetchTimeout,spark.files.useFetchCache,spark.files.overwrite,spark.files.maxPartitionBytes,spark.files.openCostInBytes,spark.storage.memoryMapThreshold,spark.hadoop.mapreduce.fileoutputcommitter.algorithm.version,spark.rpc.io.backLog,spark.port.maxRetries,spark.rpc.numRetries,spark.rpc.retry.wait,spark.rpc.lookupTimeout,spark.scheduler.minRegisteredResourcesRatio,spark.scheduler.mode,spark.scheduler.listenerbus.eventqueue.capacity,spark.scheduler.blacklist.unschedulableTaskSetTimeout,spark.task.reaper.enabled,spark.task.reaper.pollingInterval,spark.task.reaper.threadDump,spark.stage.maxConsecutiveAttempts,spark.streaming.backpressure.enabled,spark.streaming.blockInterval,spark.streaming.receiver.writeAheadLog.enable,spark.streaming.unpersist,spark.streaming.stopGracefullyOnShutdown,runtime
470.0,492.0,0.51,391.0,53.0,5.39,0.26,125.0,2.0,229.0,35.0,1.0,53.0,21.0,3.0,2.0,10.0,14.0,0.54,0.19,294.0,4.0,26.0,7.0,1.0,0.6,0.0,0.0,1.0,0.0,0.64,147.0,1.0,440.0,13.0,790.0,1.0,184.0,626.0,611.0,4618.0,747.0,22594.0,6.0,5.0,0.0,57.0,188.0,32196.0,1.0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,16.0,34.0,0.0,0.0,33583211.0,2120927.0,446.0,2.0,72.0,18.0,5.0,1.0,203.0,0.8,0.0,7560.0,118.0,1.0,12.0,1.0,8.0,0.0,465.0,1.0,1.0,1.0,407.557
397.0,436.0,0.74,108.0,661.0,3.89,0.73,101.0,2.0,2.0,128.0,1.0,92.0,100.0,4.0,9.0,13.0,8.0,0.62,0.46,123.0,2.0,4.0,8.0,1.0,0.71,0.0,0.0,0.0,1.0,0.88,25.0,1.0,697.0,13.0,902.0,0.0,224.0,1403.0,1651.0,251.0,3363.0,28597.0,7.0,2.0,0.0,118.0,74.0,16956.0,1.0,0.0,53.0,1.0,1.0,1.0,1.0,0.0,13.0,38.0,0.0,1.0,33559953.0,2120241.0,335.0,1.0,32.0,8.0,4.0,3.0,193.0,0.9,0.0,7717.0,192.0,1.0,4.0,0.0,6.0,0.0,401.0,1.0,0.0,1.0,758.753
39.0,421.0,0.17,411.0,499.0,3.94,0.54,38.0,1.0,39.0,255.0,1.0,18.0,26.0,8.0,9.0,14.0,12.0,0.83,0.97,297.0,6.0,18.0,4.0,0.0,0.8,0.0,1.0,0.0,0.0,0.9,49.0,0.0,944.0,13.0,145.0,0.0,224.0,1720.0,1493.0,19525.0,30104.0,26825.0,3.0,5.0,1.0,26.0,54.0,22551.0,0.0,0.0,48.0,0.0,0.0,1.0,1.0,0.0,9.0,56.0,0.0,1.0,33580573.0,2106183.0,285.0,1.0,61.0,18.0,4.0,2.0,63.0,0.9,1.0,2600.0,206.0,0.0,17.0,0.0,4.0,0.0,54.0,0.0,0.0,1.0,716.013
81.0,203.0,0.78,425.0,310.0,3.76,0.58,35.0,1.0,128.0,144.0,0.0,21.0,20.0,2.0,5.0,7.0,10.0,0.87,0.85,320.0,3.0,6.0,6.0,1.0,0.66,1.0,0.0,1.0,1.0,0.64,70.0,0.0,525.0,13.0,349.0,1.0,372.0,519.0,995.0,14537.0,20134.0,12145.0,4.0,3.0,1.0,113.0,193.0,27376.0,1.0,1.0,45.0,0.0,1.0,0.0,1.0,1.0,7.0,69.0,1.0,0.0,33564394.0,2129240.0,352.0,2.0,71.0,31.0,2.0,2.0,85.0,0.9,1.0,6996.0,40.0,1.0,6.0,0.0,6.0,0.0,352.0,1.0,1.0,1.0,257.956
320.0,363.0,0.29,500.0,181.0,2.37,0.83,114.0,0.0,154.0,184.0,0.0,44.0,79.0,5.0,5.0,16.0,9.0,0.7,0.14,350.0,1.0,14.0,5.0,1.0,0.6,0.0,1.0,0.0,0.0,0.73,303.0,0.0,427.0,8.0,931.0,0.0,254.0,2012.0,493.0,16091.0,10950.0,14404.0,3.0,3.0,0.0,30.0,74.0,9930.0,1.0,1.0,36.0,0.0,0.0,1.0,0.0,1.0,18.0,75.0,1.0,0.0,33567214.0,2108541.0,402.0,1.0,32.0,11.0,3.0,3.0,34.0,0.8,1.0,2697.0,182.0,0.0,15.0,1.0,8.0,1.0,149.0,1.0,1.0,1.0,385.645
298.0,443.0,0.18,309.0,698.0,3.88,0.57,42.0,0.0,91.0,111.0,0.0,109.0,54.0,9.0,6.0,7.0,9.0,0.95,0.56,412.0,9.0,45.0,5.0,1.0,0.55,0.0,1.0,0.0,0.0,0.79,468.0,1.0,912.0,10.0,672.0,1.0,321.0,1046.0,505.0,14030.0,7912.0,8613.0,7.0,4.0,1.0,80.0,170.0,2988.0,0.0,1.0,70.0,0.0,1.0,1.0,0.0,1.0,14.0,67.0,0.0,1.0,33565748.0,2117859.0,268.0,2.0,52.0,31.0,4.0,1.0,112.0,0.9,0.0,15918.0,161.0,0.0,12.0,0.0,7.0,1.0,158.0,1.0,0.0,0.0,406.094
61.0,391.0,0.96,858.0,416.0,3.11,0.6,74.0,2.0,206.0,176.0,1.0,70.0,101.0,11.0,5.0,1.0,13.0,0.89,0.3,215.0,3.0,29.0,5.0,0.0,0.93,0.0,0.0,1.0,1.0,0.55,391.0,1.0,672.0,14.0,393.0,0.0,352.0,1840.0,455.0,8312.0,15078.0,31795.0,3.0,1.0,1.0,15.0,81.0,30427.0,0.0,1.0,41.0,0.0,0.0,0.0,1.0,0.0,19.0,71.0,0.0,1.0,33564304.0,2098123.0,155.0,1.0,116.0,4.0,2.0,5.0,217.0,0.8,0.0,16234.0,135.0,0.0,9.0,1.0,4.0,0.0,253.0,1.0,0.0,0.0,404.446
69.0,139.0,0.95,446.0,449.0,5.11,0.74,101.0,1.0,163.0,243.0,0.0,66.0,86.0,6.0,10.0,20.0,17.0,0.63,0.92,203.0,9.0,15.0,4.0,0.0,0.69,1.0,0.0,0.0,0.0,0.99,425.0,0.0,340.0,10.0,246.0,0.0,382.0,1175.0,2224.0,1532.0,25241.0,21787.0,5.0,4.0,1.0,116.0,157.0,20363.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,1.0,16.0,56.0,1.0,0.0,33556200.0,2110046.0,56.0,1.0,128.0,17.0,5.0,5.0,144.0,0.7,0.0,4863.0,118.0,0.0,6.0,0.0,6.0,0.0,500.0,1.0,1.0,1.0,426.28
3.0,388.0,0.21,624.0,553.0,3.46,0.15,14.0,2.0,69.0,20.0,0.0,17.0,27.0,10.0,2.0,19.0,18.0,0.55,0.58,323.0,1.0,21.0,8.0,1.0,0.64,0.0,0.0,0.0,0.0,0.61,160.0,1.0,188.0,10.0,206.0,0.0,309.0,1635.0,1621.0,1580.0,20404.0,23001.0,4.0,1.0,1.0,125.0,175.0,26417.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,7.0,69.0,0.0,0.0,33563485.0,2115431.0,124.0,2.0,128.0,10.0,2.0,4.0,135.0,0.7,1.0,15805.0,220.0,0.0,16.0,1.0,6.0,0.0,344.0,1.0,0.0,0.0,330.943
41.0,261.0,0.18,684.0,498.0,2.48,0.59,4.0,1.0,40.0,255.0,0.0,33.0,24.0,3.0,3.0,16.0,14.0,0.6,0.68,382.0,1.0,46.0,7.0,0.0,0.69,0.0,1.0,1.0,1.0,0.85,127.0,0.0,71.0,9.0,732.0,0.0,379.0,1228.0,1711.0,31010.0,19994.0,3091.0,10.0,5.0,1.0,75.0,61.0,9108.0,0.0,0.0,59.0,1.0,0.0,1.0,1.0,0.0,17.0,58.0,0.0,1.0,33580592.0,2124026.0,140.0,2.0,60.0,28.0,5.0,5.0,141.0,0.9,0.0,9956.0,206.0,1.0,8.0,0.0,7.0,0.0,75.0,1.0,1.0,1.0,398.356
68.0,105.0,0.95,726.0,525.0,3.65,0.2,45.0,1.0,207.0,236.0,0.0,90.0,105.0,3.0,4.0,9.0,8.0,0.47,0.12,481.0,6.0,37.0,3.0,0.0,0.78,0.0,0.0,0.0,1.0,0.66,243.0,0.0,276.0,11.0,322.0,0.0,440.0,645.0,947.0,29037.0,16544.0,32261.0,7.0,3.0,1.0,20.0,150.0,25038.0,1.0,1.0,76.0,1.0,0.0,1.0,1.0,0.0,16.0,80.0,1.0,1.0,33555730.0,2112067.0,456.0,1.0,48.0,5.0,4.0,2.0,170.0,0.9,0.0,11467.0,237.0,1.0,15.0,0.0,4.0,1.0,354.0,1.0,0.0,0.0,1115.122
366.0,281.0,0.6,596.0,595.0,2.93,0.49,21.0,0.0,251.0,22.0,1.0,28.0,45.0,11.0,1.0,15.0,12.0,0.66,0.3,215.0,10.0,50.0,5.0,0.0,0.61,1.0,0.0,0.0,1.0,0.72,453.0,1.0,781.0,9.0,236.0,0.0,422.0,745.0,1149.0,10933.0,31206.0,505.0,3.0,1.0,0.0,82.0,190.0,3067.0,1.0,1.0,43.0,0.0,0.0,0.0,1.0,0.0,19.0,47.0,0.0,0.0,33561462.0,2127337.0,315.0,1.0,103.0,7.0,5.0,3.0,128.0,0.9,1.0,16066.0,99.0,1.0,4.0,1.0,5.0,0.0,256.0,1.0,0.0,0.0,572.26
46.0,338.0,0.65,370.0,46.0,2.5,0.29,65.0,1.0,61.0,234.0,0.0,128.0,13.0,12.0,1.0,2.0,14.0,0.79,0.24,355.0,5.0,36.0,7.0,1.0,0.71,1.0,1.0,1.0,0.0,0.52,384.0,1.0,163.0,12.0,702.0,0.0,184.0,848.0,456.0,13839.0,12093.0,1869.0,5.0,3.0,0.0,125.0,182.0,4413.0,1.0,0.0,60.0,1.0,1.0,1.0,0.0,0.0,13.0,48.0,1.0,0.0,33557832.0,2114012.0,284.0,2.0,91.0,11.0,2.0,5.0,33.0,0.9,1.0,18921.0,53.0,1.0,18.0,0.0,4.0,0.0,187.0,1.0,0.0,1.0,286.508
97.0,443.0,0.72,241.0,251.0,2.45,0.7,20.0,2.0,2.0,147.0,0.0,64.0,51.0,6.0,2.0,13.0,18.0,0.58,0.24,252.0,3.0,42.0,3.0,1.0,0.95,0.0,0.0,0.0,0.0,0.9,421.0,1.0,629.0,10.0,263.0,0.0,187.0,2040.0,1099.0,11067.0,30831.0,23824.0,10.0,4.0,1.0,107.0,115.0,30498.0,0.0,1.0,81.0,1.0,0.0,0.0,1.0,1.0,12.0,36.0,1.0,0.0,33585335.0,2102016.0,207.0,1.0,109.0,29.0,5.0,4.0,33.0,0.7,0.0,14749.0,101.0,1.0,13.0,0.0,5.0,0.0,180.0,0.0,0.0,1.0,358.67
346.0,108.0,0.87,425.0,174.0,3.33,0.79,24.0,2.0,178.0,85.0,0.0,28.0,90.0,10.0,5.0,4.0,18.0,0.85,0.53,302.0,5.0,45.0,5.0,0.0,0.55,1.0,0.0,0.0,0.0,0.68,266.0,1.0,585.0,14.0,354.0,0.0,166.0,1140.0,475.0,6645.0,16073.0,7903.0,8.0,3.0,0.0,116.0,83.0,4474.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,60.0,1.0,1.0,33581911.0,2115040.0,173.0,2.0,32.0,6.0,5.0,3.0,65.0,0.8,1.0,17628.0,47.0,0.0,16.0,1.0,7.0,1.0,201.0,1.0,1.0,1.0,265.179
480.0,279.0,0.82,578.0,895.0,2.93,0.84,99.0,2.0,141.0,213.0,1.0,63.0,64.0,1.0,5.0,18.0,10.0,0.79,0.86,437.0,2.0,20.0,6.0,1.0,0.52,1.0,1.0,0.0,1.0,0.88,363.0,1.0,267.0,14.0,415.0,1.0,418.0,1376.0,797.0,12812.0,16855.0,14448.0,2.0,1.0,0.0,94.0,122.0,14481.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,5.0,28.0,1.0,0.0,33566350.0,2104862.0,60.0,2.0,93.0,21.0,3.0,6.0,181.0,0.8,0.0,8496.0,78.0,0.0,8.0,1.0,8.0,0.0,214.0,1.0,1.0,0.0,449.136
404.0,36.0,0.22,682.0,524.0,5.67,0.27,25.0,1.0,118.0,165.0,1.0,109.0,11.0,3.0,1.0,2.0,15.0,0.82,0.89,144.0,2.0,33.0,5.0,1.0,0.62,0.0,1.0,1.0,1.0,0.78,446.0,0.0,296.0,12.0,741.0,0.0,178.0,1742.0,525.0,17460.0,28644.0,6454.0,3.0,5.0,0.0,39.0,107.0,32023.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,20.0,53.0,1.0,1.0,33556111.0,2115717.0,63.0,2.0,107.0,15.0,3.0,5.0,223.0,0.9,1.0,12281.0,56.0,1.0,17.0,0.0,5.0,0.0,381.0,1.0,0.0,0.0,432.877
460.0,321.0,0.2,440.0,151.0,2.7,0.55,71.0,1.0,228.0,109.0,0.0,81.0,59.0,3.0,4.0,8.0,15.0,0.95,0.5,368.0,8.0,30.0,8.0,1.0,0.88,0.0,0.0,0.0,1.0,0.55,355.0,0.0,253.0,14.0,951.0,1.0,442.0,1118.0,581.0,32008.0,15911.0,7338.0,6.0,3.0,1.0,43.0,126.0,6671.0,0.0,0.0,45.0,0.0,0.0,1.0,1.0,0.0,13.0,90.0,1.0,0.0,33557465.0,2124680.0,431.0,2.0,106.0,6.0,5.0,2.0,145.0,0.7,0.0,6827.0,102.0,0.0,12.0,0.0,6.0,1.0,385.0,0.0,1.0,0.0,400.175
43.0,157.0,0.99,263.0,359.0,5.15,0.63,58.0,0.0,215.0,248.0,1.0,54.0,107.0,11.0,10.0,9.0,15.0,0.5,0.5,184.0,8.0,18.0,6.0,0.0,0.63,1.0,0.0,1.0,1.0,0.55,237.0,1.0,195.0,8.0,326.0,0.0,269.0,1110.0,550.0,4560.0,32354.0,27247.0,4.0,5.0,1.0,56.0,181.0,29065.0,0.0,0.0,58.0,0.0,0.0,0.0,1.0,1.0,16.0,88.0,0.0,0.0,33571372.0,2127234.0,247.0,2.0,117.0,31.0,3.0,1.0,168.0,0.9,1.0,10099.0,82.0,0.0,14.0,0.0,5.0,0.0,286.0,1.0,1.0,0.0,812.73
285.0,69.0,0.7,587.0,402.0,5.95,0.53,80.0,1.0,11.0,147.0,1.0,99.0,30.0,7.0,9.0,7.0,13.0,0.98,0.57,361.0,10.0,32.0,7.0,1.0,0.72,1.0,1.0,1.0,1.0,0.7,182.0,0.0,590.0,11.0,619.0,0.0,213.0,802.0,683.0,28253.0,29517.0,262.0,9.0,5.0,0.0,70.0,178.0,6341.0,0.0,0.0,89.0,0.0,0.0,1.0,0.0,1.0,13.0,72.0,1.0,1.0,33566549.0,2118789.0,319.0,2.0,33.0,27.0,4.0,2.0,120.0,0.7,0.0,12312.0,119.0,0.0,5.0,0.0,5.0,1.0,281.0,0.0,0.0,1.0,324.892
178.0,411.0,0.6,138.0,78.0,4.15,0.49,37.0,0.0,59.0,126.0,0.0,113.0,85.0,10.0,5.0,19.0,8.0,0.43,0.47,483.0,2.0,25.0,7.0,1.0,0.54,1.0,0.0,0.0,0.0,0.66,260.0,1.0,790.0,12.0,356.0,1.0,396.0,1338.0,1024.0,18526.0,9575.0,17487.0,3.0,1.0,1.0,86.0,86.0,27235.0,1.0,0.0,35.0,0.0,0.0,0.0,1.0,1.0,19.0,50.0,1.0,0.0,33555890.0,2111096.0,190.0,1.0,106.0,6.0,3.0,6.0,48.0,0.7,1.0,2549.0,38.0,1.0,20.0,0.0,6.0,0.0,224.0,0.0,0.0,1.0,600.146
424.0,4.0,0.26,454.0,416.0,2.93,0.74,67.0,1.0,205.0,10.0,0.0,52.0,80.0,9.0,3.0,19.0,16.0,0.97,0.45,135.0,8.0,15.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.73,414.0,0.0,404.0,14.0,508.0,1.0,197.0,2025.0,1904.0,26816.0,24164.0,12856.0,3.0,1.0,0.0,92.0,100.0,7762.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0,6.0,31.0,1.0,1.0,33577569.0,2114750.0,149.0,2.0,77.0,30.0,5.0,6.0,31.0,0.8,1.0,6102.0,212.0,1.0,20.0,0.0,5.0,0.0,64.0,0.0,1.0,0.0,585.288
294.0,457.0,0.0,680.0,910.0,3.22,0.81,20.0,0.0,242.0,106.0,0.0,70.0,70.0,11.0,10.0,2.0,12.0,0.98,0.6,245.0,4.0,43.0,4.0,0.0,0.65,1.0,0.0,1.0,1.0,0.6,314.0,0.0,446.0,14.0,266.0,0.0,450.0,1275.0,406.0,6642.0,7937.0,6553.0,7.0,4.0,0.0,126.0,145.0,21023.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,1.0,20.0,36.0,1.0,0.0,33577379.0,2098625.0,144.0,2.0,46.0,30.0,3.0,3.0,123.0,0.9,0.0,9635.0,208.0,1.0,17.0,1.0,4.0,0.0,384.0,1.0,0.0,1.0,480.449
28.0,462.0,0.4,341.0,333.0,3.92,0.58,47.0,0.0,204.0,173.0,1.0,122.0,47.0,8.0,3.0,5.0,12.0,0.45,0.9,155.0,7.0,7.0,6.0,1.0,0.93,1.0,0.0,0.0,0.0,0.63,196.0,0.0,673.0,11.0,292.0,0.0,338.0,905.0,874.0,8231.0,2459.0,8130.0,7.0,3.0,1.0,20.0,103.0,18516.0,0.0,1.0,26.0,0.0,1.0,1.0,1.0,0.0,7.0,54.0,0.0,0.0,33567001.0,2126276.0,478.0,2.0,83.0,31.0,4.0,2.0,201.0,0.7,0.0,10615.0,111.0,0.0,18.0,0.0,8.0,0.0,424.0,1.0,1.0,1.0,307.538
242.0,22.0,0.67,404.0,147.0,3.27,0.87,4.0,0.0,145.0,111.0,1.0,110.0,17.0,7.0,2.0,8.0,17.0,0.45,0.66,323.0,5.0,12.0,6.0,1.0,0.77,1.0,1.0,1.0,0.0,0.97,144.0,1.0,53.0,9.0,720.0,0.0,437.0,1812.0,1002.0,28368.0,8560.0,22872.0,4.0,3.0,0.0,115.0,160.0,3360.0,0.0,1.0,70.0,0.0,1.0,1.0,0.0,1.0,18.0,47.0,1.0,0.0,33568533.0,2127111.0,208.0,2.0,55.0,11.0,3.0,2.0,85.0,0.9,1.0,12002.0,81.0,1.0,16.0,0.0,4.0,1.0,367.0,0.0,0.0,0.0,386.208
417.0,132.0,0.77,353.0,701.0,3.38,0.49,100.0,2.0,175.0,168.0,0.0,16.0,65.0,2.0,5.0,13.0,14.0,0.57,0.99,365.0,3.0,31.0,8.0,0.0,0.7,1.0,0.0,0.0,0.0,0.52,464.0,0.0,139.0,9.0,895.0,0.0,496.0,1104.0,1532.0,30490.0,18872.0,29053.0,3.0,3.0,1.0,64.0,154.0,26265.0,0.0,1.0,29.0,1.0,0.0,1.0,1.0,1.0,8.0,35.0,0.0,1.0,33557370.0,2098725.0,135.0,2.0,58.0,27.0,4.0,2.0,170.0,0.8,1.0,7217.0,127.0,0.0,14.0,1.0,8.0,0.0,412.0,0.0,0.0,1.0,1172.305
159.0,148.0,0.82,786.0,345.0,2.0,0.7,128.0,0.0,177.0,181.0,1.0,63.0,77.0,8.0,9.0,7.0,14.0,0.52,0.77,336.0,8.0,37.0,5.0,0.0,0.87,1.0,1.0,0.0,0.0,0.7,110.0,1.0,197.0,13.0,263.0,0.0,170.0,555.0,443.0,23729.0,6523.0,26819.0,4.0,4.0,0.0,97.0,173.0,21729.0,1.0,1.0,35.0,1.0,1.0,1.0,0.0,1.0,19.0,90.0,1.0,1.0,33568845.0,2098946.0,217.0,1.0,81.0,8.0,3.0,2.0,44.0,0.7,0.0,13141.0,69.0,1.0,6.0,1.0,7.0,0.0,207.0,0.0,1.0,0.0,660.83
460.0,43.0,0.67,152.0,529.0,5.65,0.49,43.0,0.0,160.0,191.0,1.0,53.0,112.0,4.0,6.0,10.0,17.0,0.77,0.32,466.0,1.0,47.0,4.0,1.0,0.59,0.0,0.0,1.0,1.0,0.5,407.0,1.0,549.0,13.0,997.0,0.0,253.0,761.0,1319.0,14970.0,14016.0,11293.0,2.0,2.0,0.0,121.0,166.0,1400.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,0.0,8.0,55.0,0.0,0.0,33582861.0,2126984.0,360.0,2.0,46.0,22.0,5.0,5.0,184.0,0.9,0.0,5136.0,201.0,1.0,9.0,0.0,5.0,0.0,323.0,0.0,1.0,1.0,278.263
377.0,21.0,0.6,806.0,327.0,3.32,0.81,96.0,2.0,130.0,217.0,0.0,41.0,83.0,6.0,2.0,11.0,10.0,0.99,0.16,218.0,7.0,29.0,3.0,1.0,0.56,0.0,0.0,0.0,0.0,0.69,143.0,0.0,277.0,10.0,171.0,1.0,226.0,969.0,1143.0,28153.0,26492.0,30021.0,10.0,5.0,0.0,45.0,94.0,18383.0,0.0,0.0,30.0,0.0,1.0,1.0,1.0,0.0,11.0,51.0,1.0,0.0,33561114.0,2117312.0,310.0,1.0,79.0,25.0,5.0,2.0,187.0,0.9,0.0,11156.0,54.0,1.0,11.0,0.0,6.0,1.0,209.0,1.0,0.0,1.0,502.866
365.0,470.0,0.69,676.0,556.0,3.84,0.85,108.0,1.0,198.0,177.0,0.0,87.0,62.0,8.0,7.0,17.0,13.0,0.57,0.15,446.0,2.0,13.0,8.0,1.0,0.53,1.0,0.0,1.0,1.0,0.62,107.0,1.0,819.0,14.0,524.0,1.0,500.0,1932.0,1115.0,20416.0,24879.0,28831.0,3.0,2.0,1.0,73.0,171.0,6989.0,1.0,0.0,84.0,0.0,0.0,1.0,1.0,1.0,14.0,26.0,0.0,0.0,33555572.0,2129363.0,410.0,2.0,120.0,12.0,3.0,6.0,54.0,0.9,1.0,12443.0,103.0,0.0,17.0,0.0,5.0,1.0,302.0,0.0,0.0,1.0,337.164
161.0,4.0,0.54,112.0,777.0,3.58,0.76,124.0,0.0,250.0,40.0,0.0,126.0,51.0,6.0,8.0,10.0,15.0,0.61,0.6,259.0,2.0,30.0,8.0,1.0,0.61,1.0,1.0,0.0,1.0,0.78,399.0,0.0,846.0,14.0,313.0,0.0,362.0,1670.0,461.0,29614.0,16225.0,28162.0,4.0,4.0,0.0,27.0,71.0,17340.0,1.0,1.0,81.0,1.0,0.0,0.0,1.0,1.0,17.0,40.0,1.0,0.0,33578499.0,2104432.0,355.0,2.0,49.0,17.0,5.0,6.0,177.0,0.8,0.0,4411.0,169.0,1.0,20.0,1.0,4.0,0.0,309.0,1.0,0.0,0.0,453.282
460.0,163.0,0.46,424.0,128.0,4.27,0.61,99.0,2.0,98.0,148.0,1.0,65.0,23.0,5.0,3.0,15.0,12.0,0.92,0.6,203.0,3.0,40.0,4.0,0.0,0.96,0.0,1.0,0.0,1.0,0.78,178.0,0.0,133.0,13.0,629.0,1.0,209.0,1711.0,1293.0,25608.0,12699.0,4900.0,4.0,5.0,1.0,41.0,187.0,12976.0,1.0,1.0,79.0,0.0,1.0,0.0,0.0,0.0,6.0,28.0,0.0,1.0,33581223.0,2098840.0,129.0,2.0,63.0,12.0,5.0,4.0,156.0,0.7,0.0,11884.0,147.0,1.0,8.0,0.0,4.0,0.0,352.0,1.0,0.0,1.0,600.395
30.0,331.0,0.2,207.0,31.0,2.33,0.26,42.0,0.0,172.0,144.0,0.0,30.0,47.0,5.0,3.0,9.0,13.0,0.93,0.4,391.0,9.0,27.0,6.0,0.0,0.59,1.0,0.0,0.0,1.0,0.64,163.0,0.0,237.0,9.0,813.0,1.0,158.0,1155.0,589.0,14454.0,4112.0,14000.0,3.0,4.0,1.0,85.0,131.0,29808.0,0.0,0.0,42.0,0.0,1.0,0.0,1.0,1.0,17.0,80.0,0.0,1.0,33562312.0,2128257.0,192.0,1.0,68.0,30.0,4.0,1.0,62.0,0.7,1.0,12412.0,212.0,0.0,15.0,0.0,8.0,0.0,467.0,1.0,0.0,1.0,797.108
69.0,201.0,0.43,147.0,285.0,5.89,0.42,15.0,1.0,189.0,225.0,1.0,78.0,121.0,11.0,8.0,13.0,16.0,0.82,0.55,302.0,10.0,42.0,3.0,1.0,0.93,0.0,0.0,0.0,0.0,0.67,222.0,1.0,593.0,12.0,707.0,0.0,219.0,1693.0,1161.0,2155.0,13383.0,16042.0,4.0,4.0,1.0,14.0,95.0,10630.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,16.0,52.0,1.0,0.0,33575472.0,2102520.0,183.0,1.0,79.0,7.0,4.0,1.0,79.0,0.7,1.0,11124.0,70.0,0.0,12.0,1.0,7.0,0.0,122.0,0.0,0.0,1.0,643.093
75.0,124.0,0.55,867.0,312.0,3.23,0.71,58.0,1.0,112.0,5.0,0.0,33.0,20.0,8.0,10.0,17.0,17.0,0.7,0.2,208.0,2.0,37.0,7.0,0.0,0.72,1.0,1.0,0.0,1.0,0.57,84.0,1.0,623.0,10.0,669.0,1.0,249.0,1821.0,1304.0,29581.0,18986.0,19942.0,9.0,3.0,1.0,80.0,177.0,23892.0,0.0,1.0,36.0,0.0,1.0,0.0,1.0,0.0,17.0,37.0,0.0,0.0,33582646.0,2116736.0,250.0,1.0,124.0,22.0,2.0,4.0,161.0,0.7,0.0,7843.0,169.0,0.0,15.0,0.0,6.0,0.0,247.0,1.0,0.0,1.0,562.148
13.0,143.0,0.63,729.0,816.0,2.68,0.75,22.0,1.0,207.0,162.0,0.0,9.0,20.0,8.0,8.0,3.0,10.0,0.74,0.86,208.0,8.0,36.0,3.0,0.0,0.64,0.0,1.0,0.0,1.0,0.53,223.0,1.0,100.0,14.0,310.0,1.0,339.0,1729.0,399.0,27721.0,18238.0,17771.0,3.0,2.0,1.0,73.0,177.0,11680.0,0.0,0.0,82.0,0.0,1.0,0.0,1.0,0.0,16.0,82.0,0.0,0.0,33559733.0,2128317.0,217.0,1.0,49.0,23.0,2.0,2.0,226.0,0.7,0.0,4889.0,94.0,1.0,11.0,1.0,5.0,1.0,466.0,1.0,1.0,1.0,918.816
